time,x,y,z
0.0,-0.001094,-0.000809,0.000348
0.01000016666944449,-0.001124,-0.000809,0.000266
0.02000033333888898,-0.00111,-0.000862,0.000301
0.030000500008333472,-0.001131,-0.000951,0.000293
0.04000066667777796,-0.001197,-0.001009,0.00027
0.050000833347222454,-0.001262,-0.001018,0.000278
0.060001000016666944,-0.001307,-0.001004,0.000321
0.07000116668611144,-0.001326,-0.000991,0.000354
0.08000133335555593,-0.00133,-0.000993,0.000363
0.09000150002500042,-0.001359,-0.001019,0.000361
0.10000166669444491,-0.001387,-0.001038,0.000266
0.1100018333638894,-0.001369,-0.001012,0.000178
0.12000200003333389,-0.001339,-0.000965,0.00021
0.13000216670277837,-0.001332,-0.000972,0.000248
0.14000233337222287,-0.001312,-0.001067,0.000239
0.15000250004166737,-0.001282,-0.001168,0.000211
0.16000266671111185,-0.001294,-0.001192,0.000177
0.17000283338055633,-0.001363,-0.001193,0.000202
0.18000300005000083,-0.001438,-0.001233,0.000247
0.19000316671944534,-0.001486,-0.001287,0.00021
0.20000333338888981,-0.001507,-0.00132,0.000135
0.2100035000583343,-0.001497,-0.001344,0.000136
0.2200036667277788,-0.001487,-0.001367,0.000183
0.2300038333972233,-0.00154,-0.001408,0.000238
0.24000400006666778,-0.00163,-0.00147,0.000344
0.25000416673611225,-0.001674,-0.001499,0.000403
0.26000433340555673,-0.001654,-0.001483,0.000336
0.27000450007500126,-0.001625,-0.001468,0.000256
0.28000466674444574,-0.001606,-0.001451,0.000252
0.2900048334138902,-0.001607,-0.001441,0.000287
0.30000500008333475,-0.001644,-0.001467,0.000288
0.3100051667527792,-0.001688,-0.001504,0.000279
0.3200053334222237,-0.001695,-0.0015,0.000259
0.3300055000916682,-0.001676,-0.001477,0.0002
0.34000566676111266,-0.001667,-0.001516,0.000194
0.3500058334305572,-0.001698,-0.001624,0.000258
0.36000600010000167,-0.00177,-0.001719,0.00029
0.37000616676944614,-0.001846,-0.00175,0.000258
0.3800063334388907,-0.001879,-0.001748,0.00018
0.39000650010833515,-0.001871,-0.00177,0.000125
0.40000666677777963,-0.001865,-0.001826,0.000122
0.4100068334472241,-0.001895,-0.001868,0.000124
0.4200070001166686,-0.001945,-0.001883,0.000132
0.4300071667861131,-0.001974,-0.001882,0.000134
0.4400073334555576,-0.001977,-0.001876,0.000116
0.45000750012500207,-0.001984,-0.001892,0.0001
0.4600076667944466,-0.002002,-0.001913,7.1e-05
0.4700078334638911,-0.00201,-0.001909,8.2e-05
0.48000800013333556,-0.002,-0.00192,0.00016
0.49000816680278003,-0.002005,-0.001969,0.000183
0.5000083334722245,-0.002039,-0.002027,0.000133
0.510008500141669,-0.002086,-0.002059,0.000124
0.5200086668111135,-0.002108,-0.002057,0.000165
0.530008833480558,-0.0021,-0.002035,0.00018
0.5400090001500025,-0.002098,-0.002,0.00015
0.550009166819447,-0.002129,-0.00201,0.000123
0.5600093334888915,-0.002167,-0.002091,0.000153
0.570009500158336,-0.002191,-0.002181,0.000226
0.5800096668277804,-0.00221,-0.00221,0.000258
0.5900098334972249,-0.002224,-0.002191,0.000222
0.6000100001666695,-0.002237,-0.002176,0.000155
0.610010166836114,-0.00225,-0.00217,0.000129
0.6200103335055585,-0.002251,-0.002167,0.000169
0.6300105001750029,-0.002253,-0.002193,0.000194
0.6400106668444474,-0.00226,-0.002243,0.000169
0.6500108335138919,-0.002273,-0.002279,0.000161
0.6600110001833364,-0.002304,-0.002295,0.000149
0.6700111668527808,-0.002346,-0.002321,0.000112
0.6800113335222253,-0.002373,-0.002358,6.8e-05
0.6900115001916699,-0.002383,-0.002394,1e-06
0.7000116668611144,-0.002393,-0.00243,-1.2e-05
0.7100118335305589,-0.002417,-0.002458,4.4e-05
0.7200120002000033,-0.002447,-0.00248,4.9e-05
0.7300121668694478,-0.002472,-0.002516,2e-05
0.7400123335388923,-0.002468,-0.002554,1e-05
0.7500125002083368,-0.002426,-0.002587,-1.3e-05
0.7600126668777814,-0.00241,-0.002623,-3.2e-05
0.7700128335472258,-0.00246,-0.002653,1.2e-05
0.7800130002166703,-0.002536,-0.002661,6.1e-05
0.7900131668861148,-0.002568,-0.002628,1.6e-05
0.8000133335555593,-0.002537,-0.002589,1.5e-05
0.8100135002250037,-0.002493,-0.002601,0.000153
0.8200136668944482,-0.002495,-0.002654,0.000232
0.8300138335638927,-0.002539,-0.002684,0.000181
0.8400140002333372,-0.00257,-0.002674,0.000121
0.8500141669027818,-0.002558,-0.002658,9e-05
0.8600143335722262,-0.002529,-0.002679,4.5e-05
0.8700145002416707,-0.002533,-0.00273,-1.7e-05
0.8800146669111152,-0.002575,-0.002776,-1e-05
0.8900148335805597,-0.002635,-0.002786,3.3e-05
0.9000150002500041,-0.002688,-0.002774,3e-05
0.9100151669194486,-0.002686,-0.002785,1.7e-05
0.9200153335888932,-0.002633,-0.002834,2.5e-05
0.9300155002583377,-0.002605,-0.002891,6.2e-05
0.9400156669277822,-0.002641,-0.002915,5.7e-05
0.9500158335972266,-0.002703,-0.002897,8e-06
0.9600160002666711,-0.002742,-0.002885,2.7e-05
0.9700161669361156,-0.002726,-0.002902,0.000112
0.9800163336055601,-0.002678,-0.002948,0.000154
0.9900165002750045,-0.002665,-0.003017,0.000118
1.000016666944449,-0.002735,-0.003046,3.8e-05
1.0100168336138935,-0.002856,-0.003005,-3e-05
1.020017000283338,-0.002924,-0.00297,-3.8e-05
1.0300171669527824,-0.002895,-0.002988,-3.8e-05
1.040017333622227,-0.002839,-0.003027,-5.5e-05
1.0500175002916716,-0.00284,-0.003079,-6.4e-05
1.060017666961116,-0.00292,-0.003119,-0.000109
1.0700178336305606,-0.003012,-0.003123,-0.00013
1.080018000300005,-0.003027,-0.003138,-7.4e-05
1.0900181669694495,-0.002966,-0.003161,-3.6e-05
1.100018333638894,-0.002928,-0.003148,0.0
1.1100185003083385,-0.002955,-0.003144,2.9e-05
1.120018666977783,-0.002997,-0.003195,-4e-06
1.1300188336472274,-0.003014,-0.003263,-1.7e-05
1.140019000316672,-0.003002,-0.0033,2.9e-05
1.1500191669861164,-0.002961,-0.003301,8.7e-05
1.1600193336555609,-0.002934,-0.003304,7.6e-05
1.1700195003250053,-0.002955,-0.003341,-8e-06
1.1800196669944498,-0.003006,-0.003394,-3.7e-05
1.1900198336638943,-0.003065,-0.003413,-2.1e-05
1.200020000333339,-0.003096,-0.003389,-3.7e-05
1.2100201670027835,-0.003081,-0.003368,-2.2e-05
1.220020333672228,-0.003068,-0.003367,-2.4e-05
1.2300205003416724,-0.003099,-0.003389,-0.000128
1.240020667011117,-0.003144,-0.003418,-0.000202
1.2500208336805614,-0.003152,-0.003434,-0.000149
1.2600210003500059,-0.003109,-0.003477,-9e-05
1.2700211670194503,-0.003074,-0.003536,-8.8e-05
1.2800213336888948,-0.003106,-0.003536,-9.8e-05
1.2900215003583393,-0.003163,-0.003496,-9.6e-05
1.3000216670277838,-0.00317,-0.003505,-6.8e-05
1.3100218336972282,-0.003119,-0.003583,-1.4e-05
1.3200220003666727,-0.003073,-0.003673,3.2e-05
1.3300221670361172,-0.003075,-0.003718,2.3e-05
1.3400223337055617,-0.003117,-0.003717,-1e-05
1.3500225003750062,-0.003175,-0.003717,-5.6e-05
1.3600226670444506,-0.003234,-0.003731,-0.000112
1.3700228337138953,-0.003262,-0.003726,-0.000117
1.3800230003833398,-0.00326,-0.003707,-8e-06
1.3900231670527843,-0.003275,-0.003713,0.000114
1.4000233337222288,-0.003316,-0.003759,5.5e-05
1.4100235003916732,-0.003355,-0.003821,-7.7e-05
1.4200236670611177,-0.003396,-0.00386,-6.1e-05
1.4300238337305622,-0.003453,-0.003834,3.5e-05
1.4400240004000067,-0.003479,-0.003807,9.4e-05
1.4500241670694511,-0.003438,-0.00384,9.8e-05
1.4600243337388956,-0.003388,-0.00387,6.4e-05
1.47002450040834,-0.003396,-0.003862,5e-05
1.4800246670777846,-0.003449,-0.003853,7.6e-05
1.490024833747229,-0.003499,-0.003863,5e-05
1.5000250004166735,-0.003528,-0.003904,-1.6e-05
1.510025167086118,-0.003527,-0.003947,-6e-06
1.5200253337555627,-0.003491,-0.003948,2.9e-05
1.5300255004250072,-0.003458,-0.003925,-3e-05
1.5400256670944517,-0.003465,-0.003929,-0.000117
1.5500258337638961,-0.003502,-0.00397,-0.000109
1.5600260004333406,-0.003541,-0.004034,-9e-06
1.570026167102785,-0.003567,-0.004107,7.5e-05
1.5800263337722296,-0.003566,-0.004161,7.8e-05
1.590026500441674,-0.003536,-0.004178,6e-06
1.6000266671111185,-0.003508,-0.004161,-9e-05
1.610026833780563,-0.003505,-0.004138,-9.9e-05
1.6200270004500075,-0.0035,-0.004179,1.5e-05
1.630027167119452,-0.00348,-0.004289,0.00013
1.6400273337888964,-0.003485,-0.004392,0.000174
1.650027500458341,-0.003513,-0.004429,0.000174
1.6600276671277854,-0.003531,-0.004411,0.000129
1.6700278337972299,-0.003542,-0.004386,6.6e-05
1.6800280004666743,-0.003551,-0.004364,4e-05
1.690028167136119,-0.003553,-0.004337,6.1e-05
1.7000283338055635,-0.00355,-0.004344,9.5e-05
1.710028500475008,-0.003539,-0.004406,0.000124
1.7200286671444525,-0.003542,-0.004468,0.000137
1.730028833813897,-0.003578,-0.004471,9.5e-05
1.7400290004833414,-0.003612,-0.004441,5e-05
1.750029167152786,-0.003634,-0.004445,7.4e-05
1.7600293338222304,-0.003661,-0.0045,9.6e-05
1.7700295004916748,-0.00368,-0.004542,0.000103
1.7800296671611193,-0.003681,-0.00454,0.00015
1.7900298338305638,-0.003666,-0.004547,0.000218
1.8000300005000083,-0.003678,-0.004603,0.0002
1.8100301671694528,-0.003739,-0.004671,9.9e-05
1.8200303338388972,-0.003796,-0.004674,2.4e-05
1.8300305005083417,-0.003807,-0.004604,3.4e-05
1.8400306671777864,-0.003789,-0.004538,9.1e-05
1.8500308338472309,-0.003775,-0.00452,8.8e-05
1.8600310005166754,-0.003781,-0.004524,2.3e-05
1.8700311671861198,-0.003792,-0.004569,-9e-06
1.8800313338555643,-0.003786,-0.004673,6.9e-05
1.8900315005250088,-0.003771,-0.004745,0.000182
